workclass,education,marital_status,occupation,relationship,race,sex,income
Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,>50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Black,Male,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,Some-college,Divorced,Sales,Not-in-family,White,Female,<=50K
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
Without-pay,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
Private,Some-college,Never-married,Sales,Own-child,White,Male,<=50K
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Bachelors,Separated,Adm-clerical,Unmarried,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,<=50K
Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,<=50K
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,10th,Never-married,Sales,Own-child,Black,Female,<=50K
Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,<=50K
Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,<=50K
Private,9th,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Private,11th,Never-married,Sales,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Local-gov,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,<=50K
Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
?,7th-8th,Married-civ-spouse,?,Husband,White,Male,<=50K
Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,>50K
Private,Masters,Never-married,Exec-managerial,Not-in-family,Black,Female,>50K
Private,11th,Never-married,Sales,Own-child,White,Male,<=50K
?,Some-college,Never-married,?,Own-child,White,Male,<=50K
Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,Black,Male,<=50K
Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,<=50K
Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,<=50K
Private,HS-grad,Separated,Handlers-cleaners,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,Prof-school,Divorced,Prof-specialty,Unmarried,White,Female,<=50K
Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,<=50K
Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
Private,12th,Divorced,Machine-op-inspct,Not-in-family,Black,Female,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,<=50K
Private,10th,Separated,Adm-clerical,Unmarried,White,Female,<=50K
Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
Private,7th-8th,Married-civ-spouse,Prof-specialty,Husband,Black,Male,<=50K
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Self-emp-not-inc,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,<=50K
Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
Private,HS-grad,Separated,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,<=50K
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,<=50K
State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
Private,Some-college,Never-married,Sales,Own-child,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
Private,HS-grad,Divorced,Tech-support,Own-child,Asian-Pac-Islander,Female,<=50K
Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,>50K
Self-emp-not-inc,Some-college,Divorced,Other-service,Not-in-family,White,Female,<=50K
Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,<=50K
?,Some-college,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,<=50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,<=50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Male,<=50K
Private,12th,Never-married,Handlers-cleaners,Not-in-family,White,Male,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,<=50K
Private,Some-college,Never-married,Machine-op-inspct,Other-relative,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,5th-6th,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,<=50K
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,<=50K
Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
Private,Some-college,Never-married,Other-service,Own-child,White,Female,<=50K
Self-emp-not-inc,HS-grad,Married-spouse-absent,Other-service,Unmarried,Black,Female,<=50K
Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,<=50K
Private,HS-grad,Never-married,Sales,Unmarried,White,Female,<=50K
Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<=50K
State-gov,Some-college,Never-married,Craft-repair,Own-child,White,Male,<=50K
Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,<=50K
Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Male,<=50K
Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
Self-emp-not-inc,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
Private,Some-college,Never-married,Sales,Own-child,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,>50K
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,<=50K
Private,1st-4th,Never-married,Farming-fishing,Not-in-family,White,Male,<=50K
Local-gov,Some-college,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Female,<=50K
Private,HS-grad,Never-married,Sales,Own-child,White,Female,<=50K
Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,<=50K
Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,<=50K
Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,<=50K
Private,11th,Never-married,Craft-repair,Unmarried,White,Male,<=50K
?,9th,Never-married,?,Own-child,Black,Male,<=50K
Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,<=50K
Federal-gov,Prof-school,Separated,Prof-specialty,Unmarried,White,Female,>50K
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,Some-college,Divorced,Machine-op-inspct,Unmarried,Black,Female,<=50K
Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,<=50K
Private,Masters,Separated,Tech-support,Not-in-family,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,11th,Married-civ-spouse,Other-service,Wife,White,Female,<=50K
Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Self-emp-not-inc,Some-college,Widowed,Machine-op-inspct,Not-in-family,White,Female,<=50K
Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Protective-serv,Not-in-family,Black,Female,<=50K
Private,Some-college,Never-married,Farming-fishing,Own-child,White,Male,<=50K
Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,Masters,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,<=50K
Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,<=50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,<=50K
Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Private,Some-college,Divorced,Adm-clerical,Own-child,Black,Female,<=50K
Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
State-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,11th,Never-married,Sales,Own-child,White,Female,<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,<=50K
Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,<=50K
Private,Some-college,Never-married,Sales,Own-child,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,>50K
?,Some-college,Divorced,?,Not-in-family,White,Female,<=50K
Local-gov,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,<=50K
State-gov,Some-college,Divorced,Transport-moving,Unmarried,White,Male,<=50K
Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
Private,HS-grad,Never-married,Other-service,Own-child,White,Male,<=50K
Local-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,Black,Female,<=50K
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,<=50K
Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Male,<=50K
Federal-gov,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
Private,9th,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,Some-college,Never-married,Other-service,Own-child,White,Female,<=50K
Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
?,Some-college,Married-civ-spouse,?,Husband,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Male,<=50K
Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,<=50K
Private,11th,Never-married,Sales,Own-child,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Federal-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,<=50K
Self-emp-not-inc,7th-8th,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
Private,11th,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,<=50K
?,9th,Divorced,?,Not-in-family,White,Male,<=50K
Private,Bachelors,Divorced,Handlers-cleaners,Own-child,Black,Male,<=50K
State-gov,Some-college,Never-married,Other-service,Own-child,Black,Female,<=50K
Private,5th-6th,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50K
Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,Bachelors,Never-married,Sales,Own-child,Black,Female,<=50K
Private,Some-college,Never-married,Other-service,Own-child,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Some-college,Never-married,Sales,Other-relative,Black,Female,<=50K
?,HS-grad,Divorced,?,Unmarried,White,Female,<=50K
Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,<=50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Federal-gov,HS-grad,Married-civ-spouse,Prof-specialty,Wife,Black,Female,<=50K
Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,>50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,HS-grad,Never-married,Other-service,Own-child,White,Female,<=50K
Private,Masters,Married-civ-spouse,Other-service,Husband,White,Male,>50K
Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,<=50K
Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50K
Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,<=50K
Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50K
Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,<=50K
Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
Local-gov,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
Private,Masters,Divorced,Sales,Not-in-family,White,Male,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,<=50K
Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,>50K
?,HS-grad,Widowed,?,Not-in-family,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,<=50K
Private,Some-college,Never-married,Transport-moving,Other-relative,White,Male,<=50K
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,Some-college,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,<=50K
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,>50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,>50K
Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,>50K
Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
Private,7th-8th,Widowed,Other-service,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,<=50K
Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Local-gov,Assoc-voc,Separated,Adm-clerical,Own-child,Black,Female,<=50K
Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50K
?,10th,Widowed,?,Unmarried,White,Female,<=50K
Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,<=50K
Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,<=50K
Private,7th-8th,Never-married,Machine-op-inspct,Own-child,White,Female,<=50K
Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Female,<=50K
Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,<=50K
Private,HS-grad,Separated,Farming-fishing,Unmarried,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,>50K
Private,Some-college,Never-married,Sales,Other-relative,White,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,<=50K
Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
?,10th,Widowed,?,Not-in-family,White,Female,<=50K
Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,<=50K
Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,<=50K
Private,1st-4th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Sales,Own-child,White,Female,<=50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Female,<=50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<=50K
Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
?,9th,Married-civ-spouse,?,Husband,White,Male,<=50K
Local-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,>50K
Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,<=50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Female,<=50K
Private,Assoc-voc,Never-married,Sales,Other-relative,Black,Male,<=50K
Private,Some-college,Widowed,Sales,Not-in-family,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Self-emp-not-inc,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50K
Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<=50K
Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,<=50K
Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,<=50K
Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,Some-college,Never-married,Other-service,Not-in-family,Black,Female,<=50K
Private,Some-college,Never-married,Sales,Own-child,White,Female,<=50K
Self-emp-not-inc,Bachelors,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
?,HS-grad,Never-married,?,Own-child,White,Female,<=50K
Private,Assoc-voc,Divorced,Exec-managerial,Unmarried,White,Female,<=50K
Private,Assoc-acdm,Married-civ-spouse,Tech-support,Wife,White,Female,<=50K
Private,10th,Divorced,Other-service,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,<=50K
Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Female,<=50K
?,12th,Never-married,?,Not-in-family,Black,Male,<=50K
Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,Black,Male,<=50K
Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Female,<=50K
Private,HS-grad,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,>50K
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,<=50K
Private,HS-grad,Separated,Craft-repair,Not-in-family,Black,Male,<=50K
Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,1st-4th,Widowed,Machine-op-inspct,Unmarried,White,Female,<=50K
Private,9th,Never-married,Handlers-cleaners,Not-in-family,Black,Male,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,>50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,Other,Male,<=50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Local-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,>50K
Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,<=50K
Private,Assoc-voc,Married-spouse-absent,Craft-repair,Unmarried,White,Male,<=50K
Private,12th,Never-married,Craft-repair,Other-relative,White,Male,<=50K
Private,7th-8th,Never-married,Adm-clerical,Own-child,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,>50K
Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,Black,Male,<=50K
Private,12th,Never-married,Other-service,Own-child,White,Female,<=50K
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,<=50K
Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,<=50K
Private,HS-grad,Widowed,Other-service,Unmarried,Black,Female,<=50K
Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,>50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Black,Male,<=50K
State-gov,HS-grad,Never-married,Other-service,Unmarried,Black,Female,<=50K
Private,Some-college,Never-married,Other-service,Own-child,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,>50K
State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,<=50K
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,>50K
Private,HS-grad,Separated,Other-service,Unmarried,Black,Female,<=50K
Self-emp-not-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,>50K
Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,<=50K
Private,HS-grad,Widowed,Craft-repair,Unmarried,Black,Female,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
